empresa,arquivo_origem,nomes_planos,caminho_completo
CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A,Plano_Remuneracao_1.pdf,[],./CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A/Plano_Remuneracao_1.pdf
CONSTRUTORA METROCASA S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações 8"", ""Plano de remuneração baseado em ações (a) termos e condições gerais Os acionistas da Companhia aprovaram na Assembleia Geral Extraordinária realizada em 28 de fevereiro de 2024 o Plano de Incentivo de Longo Prazo (“Plano de ILP"", ""Plano de remuneração baseado em ações""]",./CONSTRUTORA METROCASA S.A/Item_8-4_FRE.pdf
CONSTRUTORA METROCASA S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO DA CONSTRUTORA METROCASA S"", ""Plano de Incentivo de Longo Prazo da Construtora Metrocasa S""]",./CONSTRUTORA METROCASA S.A/Plano_Remuneracao_1.pdf
CONSTRUTORA TENDA S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações"", ""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Outorga de Opção de Compra de Ações (“SOP"", ""plano de remuneração baseado em ações""]",./CONSTRUTORA TENDA S.A/Item_8-4_FRE.pdf
CONSTRUTORA TENDA S.A,Plano_Remuneracao_1.pdf,"[""Plano de Opção de Compra de Ações da Companhia O presente Plano de Opção de Compra de Ações da Construtora Tenda S""]",./CONSTRUTORA TENDA S.A/Plano_Remuneracao_1.pdf
CONSTRUTORA TENDA S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS DA CONSTRUTORA TENDA S"", ""PLANO DE OUTORGA DE AÇÕES RESTRITAS O presente Plano de Outorga de Ações Restritas é regido pelas disposições abaixo e pela legislação aplicável""]",./CONSTRUTORA TENDA S.A/Plano_Remuneracao_2.pdf
CONSTRUTORA TENDA S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS DA CONSTRUTORA TENDA S"", ""PLANO DE OUTORGA DE AÇÕES RESTRITAS O presente Plano de Outorga de Ações Restritas é regido pelas disposições abaixo e pela legislação aplicável""]",./CONSTRUTORA TENDA S.A/Plano_Remuneracao_3.pdf
COSAN LOGISTICA S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES 1"", ""Plano de Remuneração em Ações 1"", ""Plano de Remuneração em Ações da Cosan Logística S"", ""Plano de Ações"", ""Plano de Ações os administradores ou empregados da Companhia ou de outras sociedades sob o seu controle direto ou indireto da Companhia (“Participantes"", ""Plano de Ações 3"", ""Plano de Ações será administrado pelo Conselho de Administração da Companhia"", ""Plano de Ações (“Comitê de Pessoas"", ""Plano de Ações e"", ""Plano de Ações e para a remuneração baseada em ações"", ""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES""]",./COSAN LOGISTICA S.A/Plano_Remuneracao_1.pdf
COSAN S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Opção de Compra de Ações aprovado pela Assembleia Geral Ordinária e Extraordinária da Companhia"", ""Plano de Remuneração Baseado em Ações"", ""Plano de Opção de Compra de Ações não possui outorgas ativas"", ""Plano de Remuneração Baseado em Ações prevê o pagamento para executivos e administradores da Companhia"", ""Plano de ações restritas     O plano divide as outorgas de ações em retenção e performance"", ""plano de remuneração baseado em ações""]",./COSAN S.A/Item_8-4_FRE.pdf
COSAN S.A,Plano_Remuneracao_1.pdf,"[""Plano de Remuneração Baseado em Ações"", ""Plano de Remuneração Baseado em Ações O Plano de Remuneração Baseado em Ações prevê o recebimento de pagamento por executivos e administradores da Companhia e de suas sociedades controladas em ações de emissão da Companhia"", ""Plano de Remuneração Baseado em Ações O Plano de Remuneração Baseado em Ações""]",./COSAN S.A/Plano_Remuneracao_1.pdf
COSAN S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES Aprovado pela Assembleia Geral Extraordinária"", ""Plano de Opção de Compra de Ações da Cosan S""]",./COSAN S.A/Plano_Remuneracao_2.pdf
CREMER S.A,Plano_Remuneracao_1.pdf,[],./CREMER S.A/Plano_Remuneracao_1.pdf
CREMER S.A,Plano_Remuneracao_2.pdf,[],./CREMER S.A/Plano_Remuneracao_2.pdf
CREMER S.A,Plano_Remuneracao_3.pdf,[],./CREMER S.A/Plano_Remuneracao_3.pdf
CSU DIGITAL S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações do conselho de administração e diretoria estatutária A condição de remuneração baseada em ações para a Diretoria Estatutária em vigor no último exercício social e previsto para o exercício social corrente se configura como Bônus Anual"", ""Plano de Incentivo e Retenção Baseado em Ações"", ""Plano de remuneração baseado em ações""]",./CSU DIGITAL S.A/Item_8-4_FRE.pdf
CSU DIGITAL S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO E RETENÇÃO BASEADO EM AÇÕES REGRAS DO PLANO DE INCENTIVO E RETENÇÃO BASEADO EM AÇÕES O presente Plano de Incentivo e Retenção Baseado em Ações é regido pelas disposições abaixo"", ""PLANO DE INCENTIVO E RETENÇÃO BASEADO EM AÇÕES REGRAS DO PLANO DE INCENTIVO E RETENÇÃO BASEADO EM AÇÕES O presente Plano de Incentivo e Retenção Baseado em Ações""]",./CSU DIGITAL S.A/Plano_Remuneracao_1.pdf
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Opção de Compra de Ações (ILP) e Bônus de Longo Prazo (BLP) (“Segundo Plano"", ""plano de remuneração baseado em ações""]",./CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A/Item_8-4_FRE.pdf
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A,Plano_Remuneracao_1.pdf,[],./CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A/Plano_Remuneracao_1.pdf
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA CTC"", ""PLANO DE OPÇÃO DE COMPRA DE AÇÕES O presente Plano de Opção de Compra de Ações é regido pelas disposições abaixo e pela legislação aplicável""]",./CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A/Plano_Remuneracao_2.pdf
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A,Plano_Remuneracao_3.pdf,"[""Plano de Remuneração Variável de Longo Prazo para a Outorga de Ações da Companhia (“Plano""]",./CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A/Plano_Remuneracao_3.pdf
CURY CONSTRUTORA E INCORPORADORA S.A,Item_8-4_FRE.pdf,"[""Plano de Incentivo de Longo Prazo (“Plano ILP""]",./CURY CONSTRUTORA E INCORPORADORA S.A/Item_8-4_FRE.pdf
CURY CONSTRUTORA E INCORPORADORA S.A,Plano_Remuneracao_1.pdf,"[""Plano de Incentivo de Longo Prazo da Cury Construtora e Incorporadora S""]",./CURY CONSTRUTORA E INCORPORADORA S.A/Plano_Remuneracao_1.pdf
CURY CONSTRUTORA E INCORPORADORA S.A,Plano_Remuneracao_2.pdf,"[""Plano de Incentivo de Longo Prazo da Cury Construtora e Incorporadora S""]",./CURY CONSTRUTORA E INCORPORADORA S.A/Plano_Remuneracao_2.pdf
CURY CONSTRUTORA E INCORPORADORA S.A,Plano_Remuneracao_3.pdf,"[""Plano de Incentivo de Longo Prazo da Cury Construtora e Incorporadora S""]",./CURY CONSTRUTORA E INCORPORADORA S.A/Plano_Remuneracao_3.pdf
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações do conselho de administração e diretoria estatutária"", ""Plano de Opção de Compra de Ações da CVC Corp"", ""Plano de Opção de Compra de Ações na Assembleia Geral Extraordinária realizada em segunda convocação em 08 de janeiro de 2025 (“SOP 2025"", ""Plano de remuneração baseado em ações""]",./CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A/Item_8-4_FRE.pdf
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES aprovado pela Assembleia Geral Extraordinária realizada em segunda convocação em 08 de janeiro de 2025"", ""Plano de Opção de Compra de Ações da CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S""]",./CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A/Plano_Remuneracao_1.pdf
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A,Plano_Remuneracao_10.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO E RETENÇÃO BASEADO EM AÇÕES O presente Plano de Incentivo de Longo Prazo e Retenção Baseado em Ações (“Plano"", ""PLANO DE INCENTIVO DE LONGO PRAZO E RETENÇÃO BASEADO EM AÇÕES O presente Plano de Incentivo de Longo Prazo e Retenção Baseado em Ações""]",./CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A/Plano_Remuneracao_10.pdf
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES aprovado pelas Assembleias Gerais Ordinária e Extraordinária realizadas"", ""Plano de Opção de Compra de Ações da CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S""]",./CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A/Plano_Remuneracao_2.pdf
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES aprovado pelas Assembleias Gerais Ordinária e Extraordinária realizadas"", ""Plano de Opção de Compra de Ações da CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S""]",./CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A/Plano_Remuneracao_3.pdf
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A,Plano_Remuneracao_4.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO BASEADO EM AÇÕES DA CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S"", ""PLANO DE INCENTIVO DE LONGO PRAZO BASEADO EM AÇÕES""]",./CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A/Plano_Remuneracao_4.pdf
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A,Plano_Remuneracao_5.pdf,"[""PLANO DE INCENTIVO BASEADO EM AÇÕES CEO 2020 1"", ""Plano de Incentivo Baseado em Ações CEO da CVC Brasil Operadora e Agência de Viagens S"", ""PLANO DE INCENTIVO BASEADO EM AÇÕES"", ""Plano de Incentivo Baseado em Ações""]",./CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A/Plano_Remuneracao_5.pdf
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A,Plano_Remuneracao_6.pdf,"[""Plano de Incentivo de Longo Prazo Baseado em Ações da Companhia 1"", ""Plano de Incentivo de Longo Prazo Baseado em Ações""]",./CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A/Plano_Remuneracao_6.pdf
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A,Plano_Remuneracao_7.pdf,"[""PLANO DE INCENTIVO BASEADO EM AÇÕES CEO 2020 1 DEFINIÇÕES E INTERPRETAÇÃO 1"", ""Plano de Incentivo Baseado em Ações CEO da CVC Brasil Operadora e Agência de Viagens S"", ""PLANO DE INCENTIVO BASEADO EM AÇÕES"", ""Plano de Incentivo Baseado em Ações""]",./CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A/Plano_Remuneracao_7.pdf
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A,Plano_Remuneracao_9.pdf,"[""PLANO DE INCENTIVO BASEADO EM AÇÕES CEO O presente Plano de Incentivo e Retenção Baseado em Ações (“Plano"", ""PLANO DE INCENTIVO BASEADO EM AÇÕES CEO O presente Plano de Incentivo e Retenção Baseado em Ações""]",./CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A/Plano_Remuneracao_9.pdf
DATORA PARTICIPAÇÕES E SERVIÇOS S.A,Plano_Remuneracao_1.pdf,[],./DATORA PARTICIPAÇÕES E SERVIÇOS S.A/Plano_Remuneracao_1.pdf
DATORA PARTICIPAÇÕES E SERVIÇOS S.A,Plano_Remuneracao_2.pdf,[],./DATORA PARTICIPAÇÕES E SERVIÇOS S.A/Plano_Remuneracao_2.pdf
DESKTOP S.A,Item_8-4_FRE.pdf,"[""Plano de Opção de Compra de Ações"", ""Plano de Outorga de Ações de Matching (“Primeiro Plano de Matching""]",./DESKTOP S.A/Item_8-4_FRE.pdf
DESKTOP S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE AÇÕES DE MATCHING DA DESKTOP S"", ""Plano de Outorga de Ações de Matching da Desktop S""]",./DESKTOP S.A/Plano_Remuneracao_1.pdf
DEXCO S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Outorga de Opções de Ações (“Plano de Opções"", ""Plano de Incentivo de Longo Prazo aprovado na AGO"", ""plano de remuneração baseado em ações""]",./DEXCO S.A/Item_8-4_FRE.pdf
DEXCO S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO I"", ""Plano de Incentivo de Longo Prazo (Plano de ILP) da Duratex S""]",./DEXCO S.A/Plano_Remuneracao_1.pdf
DEXCO S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO I"", ""Plano de Incentivo de Longo Prazo (Plano de ILP) da Duratex S""]",./DEXCO S.A/Plano_Remuneracao_2.pdf
DEXXOS PARTICIPACOES S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO DA GPC PARTICIPAÇÕES S"", ""Plano de Incentivo de Longo Prazo tem por objetivo conceder a determinados diretores""]",./DEXXOS PARTICIPACOES S.A/Plano_Remuneracao_1.pdf
DIAGNOSTICOS DA AMERICA S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações"", ""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações""]",./DIAGNOSTICOS DA AMERICA S.A/Item_8-4_FRE.pdf
DIAGNOSTICOS DA AMERICA S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE REMUNERAÇÃO MEDIANTE A OUTORGA DE OPÇÕES DE COMPRA DE AÇÕES 1"", ""Plano de Remuneração Mediante a Outorga de Opções de Compra de Ações""]",./DIAGNOSTICOS DA AMERICA S.A/Plano_Remuneracao_2.pdf
DIAGNOSTICOS DA AMERICA S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE REMUNERAÇÃO MEDIANTE A OUTORGA DE OPÇÕES DE COMPRA DE AÇÕES Considerando que"", ""Plano de Opção de Compra de Ações""]",./DIAGNOSTICOS DA AMERICA S.A/Plano_Remuneracao_3.pdf
DIAGNOSTICOS DA AMERICA S.A,Plano_Remuneracao_4.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES O presente regulamento estabelece as regras do Plano de Opção de Compra de Ações (\""Plano\"") da DIAGNÓSTICOS DA AMÉRICA S""]",./DIAGNOSTICOS DA AMERICA S.A/Plano_Remuneracao_4.pdf
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações""]",./DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS/Item_8-4_FRE.pdf
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,Plano_Remuneracao_1.pdf,[],./DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS/Plano_Remuneracao_1.pdf
DIRECIONAL ENGENHARIA S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações Termos e condições gerais A Assembleia Geral Ordinária e Extraordinária da Companhia aprovou em 28 de abril de 2015 o Plano de Opção de Compra de Ações e de Incentivo Atrelado a Ações de emissão da nossa Companhia (“Novo Plano"", ""Plano de remuneração baseado em ações""]",./DIRECIONAL ENGENHARIA S.A/Item_8-4_FRE.pdf
DIRECIONAL ENGENHARIA S.A,Plano_Remuneracao_1.pdf,[],./DIRECIONAL ENGENHARIA S.A/Plano_Remuneracao_1.pdf
DIRECIONAL ENGENHARIA S.A,Plano_Remuneracao_2.pdf,"[""Plano de Opção de Compra de Ações e de Incentivo Atrelado a Ações da Companhia (“Plano""]",./DIRECIONAL ENGENHARIA S.A/Plano_Remuneracao_2.pdf
DIRECIONAL ENGENHARIA S.A,Plano_Remuneracao_4.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES E DE INCENTIVO ATRELADO A AÇÕES DIRECIONAL ENGENHARIA S"", ""Plano de Opção de Compra de Ações e de Incentivo Atrelado a Ações (“Plano""]",./DIRECIONAL ENGENHARIA S.A/Plano_Remuneracao_4.pdf
DOTZ S.A,Item_8-4_FRE.pdf,[],./DOTZ S.A/Item_8-4_FRE.pdf
DOTZ S.A,Plano_Remuneracao_1.pdf,[],./DOTZ S.A/Plano_Remuneracao_1.pdf
DOTZ S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE AÇÕES RESTRITAS DE 2021 (aprovado na Reunião do Conselho de Administração da Dotz S"", ""Plano de Ações Restritas de 2021 (“Plano 2021 de Ações Restritas"", ""Plano de Outorga de Opção de Compra de Ações da CBSM""]",./DOTZ S.A/Plano_Remuneracao_2.pdf
ELEKEIROZ S.A,Plano_Remuneracao_1.pdf,[],./ELEKEIROZ S.A/Plano_Remuneracao_1.pdf
ELETROMIDIA S.A,Item_8-4_FRE.pdf,"[""Plano de Opção de Compra de Ações 2º SOP O segundo plano de opção de ações ordinárias de emissão da Companhia (“2º SOP""]",./ELETROMIDIA S.A/Item_8-4_FRE.pdf
ELETROMIDIA S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA ELETROMIDIA S""]",./ELETROMIDIA S.A/Plano_Remuneracao_1.pdf
ELETROMIDIA S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS DA ELETROMIDIA S""]",./ELETROMIDIA S.A/Plano_Remuneracao_2.pdf
ELETROMIDIA S.A,Plano_Remuneracao_3.pdf,[],./ELETROMIDIA S.A/Plano_Remuneracao_3.pdf
ELETROMIDIA S.A,Plano_Remuneracao_4.pdf,"[""Plano de Outorga de Opções de Compra de Ações PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA ELETROMIDIA S"", ""PLANO DE OPÇÃO DE COMPRA DE AÇÕES O presente Plano de Opção de Compra de Ações é regido pelas disposições abaixo e pela legislação aplicável""]",./ELETROMIDIA S.A/Plano_Remuneracao_4.pdf
ELETROPAULO METROP. ELET. SAO PAULO S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações De acordo com a Resolução CVM nº 80"", ""plano de remuneração baseado em ações""]",./ELETROPAULO METROP. ELET. SAO PAULO S.A/Item_8-4_FRE.pdf
ELETROPAULO METROP. ELET. SAO PAULO S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE REMUNERAÇÃO A LONGO PRAZO DE 2003 Conforme Aditado e Consolidado em 23 de abril de 2015 (data de vigência original"", ""Plano de Remuneração a Longo Prazo de 2003""]",./ELETROPAULO METROP. ELET. SAO PAULO S.A/Plano_Remuneracao_1.pdf
ELFA MEDICAMENTOS S.A,Item_8-4_FRE.pdf,"[""Plano de Opção de Compra de Ações (“Plano de Opção"", ""plano de opção ou programa formal"", ""Plano de Opção foi aprovado com o intuito de formalizar uma política de incentivo de longo prazo da Companhia (“Política"", ""Plano de Ações Diferidas 2020 Em 7 de agosto de 2020""]",./ELFA MEDICAMENTOS S.A/Item_8-4_FRE.pdf
ELFA MEDICAMENTOS S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE AÇÕES DIFERIDAS DA ELFA MEDICAMENTOS S"", ""Plano de Ações Diferidas da Elfa Medicamentos S""]",./ELFA MEDICAMENTOS S.A/Plano_Remuneracao_1.pdf
ELFA MEDICAMENTOS S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA ELFA MEDICAMENTOS S"", ""Plano de Opção de Compra de Ações Elfa Medicamentos S""]",./ELFA MEDICAMENTOS S.A/Plano_Remuneracao_2.pdf
EMPREENDIMENTOS PAGUE MENOS S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações"", ""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Ações Restritas (conforme abaixo definidos"", ""Plano de Ações Restritas e o Segundo Plano de Ações Restritas (em conjunto “Plano de Ações Restritas"", ""plano de remuneração baseado em ações""]",./EMPREENDIMENTOS PAGUE MENOS S.A/Item_8-4_FRE.pdf
EMPREENDIMENTOS PAGUE MENOS S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO COM AÇÕES RESTRITAS DA EMPREENDIMENTOS PAGUE MENOS S"", ""Plano de Incentivo de Longo Prazo com Ações Restritas é regido pelas disposições abaixo""]",./EMPREENDIMENTOS PAGUE MENOS S.A/Plano_Remuneracao_1.pdf
EMPREENDIMENTOS PAGUE MENOS S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OUTORGA DE OPÇÃO DE COMPRA DE AÇÕES O presente Plano de Opção de Compra de Ações é regido pelas disposições abaixo e pela legislação aplicável""]",./EMPREENDIMENTOS PAGUE MENOS S.A/Plano_Remuneracao_2.pdf
ENAUTA PARTICIPAÇÕES S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO (“ILP 2023"", ""Plano de Incentivo de Longo Prazo da Enauta Energia S"", ""Plano de Incentivo de Longo Prazo na forma de Matching Shares""]",./ENAUTA PARTICIPAÇÕES S.A/Plano_Remuneracao_2.pdf
ENAUTA PARTICIPAÇÕES S.A,Plano_Remuneracao_3.pdf,"[""Plano de Outorga de Opção de Compra de Ações SOP 2023 1"", ""Plano de Outorga de Opção de Compra de Ações (“Plano""]",./ENAUTA PARTICIPAÇÕES S.A/Plano_Remuneracao_3.pdf
ENERGISA S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações a"", ""Plano de Incentivo de Longo Prazo (ILP) baseado em ações de emissão da Companhia"", ""Plano de remuneração baseado em ações""]",./ENERGISA S.A/Item_8-4_FRE.pdf
ENERGISA S.A,Plano_Remuneracao_1.pdf,"[""Plano de Incentivo de Longo Prazo (ILP) baseado em Ações Aprovado pelas Assembleias Gerais Ordinária e Extraordinária realizadas"", ""Plano de Incentivo de Longo Prazo Baseado em Ações da ENERGISA S"", ""Plano de Incentivo de Longo Prazo Baseado em Ações""]",./ENERGISA S.A/Plano_Remuneracao_1.pdf
ENEVA S.A,Item_8-4_FRE.pdf,"[""Plano de Opção de Subscrição ou Compra de Ações para determinados membros da Diretoria Estatutária da Companhia"", ""Plano de Opção de Subscrição ou Compra de Ações (“Segundo Plano"", ""Plano de Opção de Subscrição ou Compra de Ações (“Terceiro Plano"", ""Plano de Opção de Subscrição ou Compra de Ações (“Quarto Plano""]",./ENEVA S.A/Item_8-4_FRE.pdf
ENEVA S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE 2024 DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES"", ""Plano de 2024 de Incentivo de Remuneração de Longo Prazo Baseado em Ações"", ""Plano será dividido em Programas de Incentivo Baseado em Ações""]",./ENEVA S.A/Plano_Remuneracao_1.pdf
ENEVA S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE 2023 DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES"", ""Plano de 2023 de Incentivo de Remuneração de Longo Prazo Baseado em Ações"", ""Plano será dividido em Programas de Incentivo Baseado em Ações""]",./ENEVA S.A/Plano_Remuneracao_2.pdf
ENEVA S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES (RESTRICTED UNITS) 1"", ""Plano de Incentivo de Remuneração de Longo Prazo Baseado em Ações da ENEVA S"", ""PLANO DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES"", ""Plano de Incentivo de Remuneração de Longo Prazo Baseado em Ações"", ""Plano será dividido em Programas de Incentivo Baseado em Ações""]",./ENEVA S.A/Plano_Remuneracao_3.pdf
ENEVA S.A,Plano_Remuneracao_6.pdf,"[""PLANO DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES 1"", ""Plano de Incentivo de Remuneração de Longo Prazo Baseado em Ações da ENEVA S"", ""PLANO DE INCENTIVO DE REMUNERAÇÃO DE LONGO PRAZO BASEADO EM AÇÕES"", ""Plano de Incentivo de Remuneração de Longo Prazo Baseado em Ações"", ""Plano será dividido em Programas de Incentivo Baseado em Ações""]",./ENEVA S.A/Plano_Remuneracao_6.pdf
ENEVA S.A,Plano_Remuneracao_7.pdf,"[""Plano de Opção de Compra ou Subscrição de Ações da Companhia que""]",./ENEVA S.A/Plano_Remuneracao_7.pdf
ENJOEI S.A,Item_8-4_FRE.pdf,"[""Plano de Outorga de Opções de Compra de Ações Em Assembleia Geral Extraordinária realizada em 31 de agosto de 2020"", ""Plano de Outorga de Opções de Compra de Ações (“Plano""]",./ENJOEI S.A/Item_8-4_FRE.pdf
ENJOEI S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE OPÇÃO DE COMPRA DE AÇÕES O presente Plano de Opção de Compra de Ações é regido pelas disposições abaixo e pela legislação aplicável""]",./ENJOEI S.A/Plano_Remuneracao_1.pdf
ENTALPIA PARTICIPAÇÕES S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES O presente Plano de Opção de Compra de Ações (“Plano""]",./ENTALPIA PARTICIPAÇÕES S.A/Plano_Remuneracao_1.pdf
ENVIRONMENTAL ESG PARTICIPAÇÕES S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações do conselho de administração e diretoria estatutária (a) Termos e condições gerais A Companhia possui uma Política de Outorga de Ações"", ""Plano de remuneração baseado em ações""]",./ENVIRONMENTAL ESG PARTICIPAÇÕES S.A/Item_8-4_FRE.pdf
ENVIRONMENTAL ESG PARTICIPAÇÕES S.A,Plano_Remuneracao_1.pdf,[],./ENVIRONMENTAL ESG PARTICIPAÇÕES S.A/Plano_Remuneracao_1.pdf
EQUATORIAL S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Opção de Compra de Ações da Companhia O Quinto Plano de Opções de Compra de Ações da Companhia (“Plano"", ""plano de remuneração baseado em ações""]",./EQUATORIAL S.A/Item_8-4_FRE.pdf
EQUATORIAL S.A,Plano_Remuneracao_1.pdf,[],./EQUATORIAL S.A/Plano_Remuneracao_1.pdf
